from,to,distance
37,113,764.31
37,104,924.18
37,65,991.75
37,58,1285.11
37,78,1748.9
38,31,2089.96
38,30,2243.72
38,118,4166.28
38,7,4219.3
38,48,4302.63
39,85,864.25
39,44,1272.01
39,4,1444.25
39,55,1976.77
39,61,3760.62
40,41,592.87
40,97,1135.44
40,29,1255.84
40,48,1978.17
40,27,2085.98
41,97,575.76
41,40,592.87
41,29,910.56
41,19,1754.14
41,14,1968.71
42,15,1101.7
42,10,2516.75
42,106,2527.12
42,100,2588.76
42,9,2659.02
43,100,864.2
43,32,914.26
43,25,1677.87
43,106,2440.68
43,75,2752.06
44,39,1272.01
44,85,2067.25
44,4,2356.76
44,55,2486.27
44,68,3615.28
45,21,581.11
45,103,600.97
45,20,2054.41
45,56,2257.77
45,121,2792.25
46,61,1801.54
46,19,2150.65
46,80,2869.87
46,97,3071.64
46,6,3095.64
47,99,367.36
47,3,774.35
47,23,1901.0
47,101,2032.2
47,92,2276.72
48,27,176.51
48,112,1181.17
48,40,1978.17
48,41,2494.54
48,76,2520.58
49,2,329.61
49,78,2119.7
49,88,2981.66
49,69,3310.91
49,12,3579.84
50,105,1773.93
50,79,1946.14
50,82,2390.76
50,95,2845.77
50,121,2901.68
51,24,1074.63
51,124,1346.9
51,77,1357.78
51,98,1919.72
51,96,1989.87
52,23,2128.25
52,101,2682.58
52,63,3109.6
52,71,3579.73
52,114,3690.76
53,11,826.93
53,110,1085.96
53,0,1886.76
53,106,2198.06
53,25,2439.79
54,18,1269.26
54,91,1470.95
54,67,2150.01
54,25,2286.1
54,5,2648.45
55,4,853.04
55,39,1976.77
55,108,1978.65
55,122,2171.91
55,85,2439.17
56,35,1633.57
56,103,1684.6
56,21,1803.73
56,83,2004.14
56,45,2257.77
57,74,1193.15
57,89,1633.32
57,64,1768.0
57,13,1936.12
57,84,2331.35
58,104,739.11
58,65,976.07
58,37,1285.11
58,113,1532.75
58,15,1618.94
59,34,1615.15
59,107,2285.72
59,116,2395.13
59,72,2774.01
59,8,3323.03
60,66,1583.09
60,7,2937.4
60,116,3443.43
60,30,3831.63
60,13,4111.63
61,46,1801.54
61,19,3121.67
61,85,3147.48
61,39,3760.62
61,97,4300.34
62,14,616.06
62,29,1611.1
62,19,1985.73
62,97,2070.55
62,41,2514.2
63,17,2326.13
63,101,2675.19
63,52,3109.6
63,1,3126.67
63,18,3389.93
64,13,677.63
64,57,1768.0
64,8,2503.52
64,7,2534.41
64,74,2559.11
65,104,247.31
65,58,976.07
65,37,991.75
65,113,1662.12
65,90,2143.88
66,60,1583.09
66,34,3295.67
66,116,3333.94
66,7,4386.55
66,59,4501.18
67,115,1051.26
67,54,2150.01
67,5,2468.73
67,108,2551.25
67,75,2566.19
68,73,1095.15
68,88,2721.32
68,44,3615.28
68,2,3929.59
68,49,4025.1
69,12,1398.04
69,78,1518.66
69,113,1827.83
69,37,2394.73
69,104,3290.68
70,76,1309.26
70,112,2474.85
70,6,2647.25
70,80,2694.04
70,27,2797.95
71,114,865.0
71,16,1576.0
71,35,2528.11
71,82,2877.65
71,83,2916.43
72,79,1855.3
72,36,2772.66
72,59,2774.01
72,107,2793.86
72,50,2937.19
73,68,1095.15
73,88,1978.86
73,90,3156.18
73,75,3254.51
73,115,3357.93
74,57,1193.15
74,118,1868.11
74,89,2188.0
74,31,2322.62
74,13,2409.05
75,90,605.93
75,32,1908.64
75,100,2255.61
75,67,2566.19
75,65,2738.52
76,70,1309.26
76,80,1485.93
76,6,1650.46
76,27,2387.53
76,48,2520.58
77,24,1014.44
77,93,1288.68
77,51,1357.78
77,98,1591.5
77,26,1830.53
78,69,1518.66
78,113,1715.24
78,37,1748.9
78,49,2119.7
78,2,2449.03
79,72,1855.3
79,121,1869.78
79,50,1946.14
79,20,2044.0
79,82,2225.57
80,6,633.6
80,76,1485.93
80,70,2694.04
80,41,2851.11
80,46,2869.87
81,16,1894.16
81,94,2229.32
81,111,2715.81
81,109,3377.96
81,71,3465.66
82,83,682.56
82,121,1095.37
82,35,1779.99
82,20,2104.07
82,79,2225.57
83,82,682.56
83,121,1091.67
83,35,1204.77
83,56,2004.14
83,20,2004.25
84,86,1140.43
84,1,1969.92
84,89,1973.4
84,57,2331.35
84,64,2799.66
85,39,864.25
85,4,1676.92
85,44,2067.25
85,55,2439.17
85,61,3147.48
86,84,1140.43
86,89,1746.29
86,1,1925.72
86,87,2807.65
86,57,2850.5
87,122,2235.97
87,86,2807.65
87,5,2915.43
87,89,3320.54
87,108,3431.72
88,73,1978.86
88,65,2271.52
88,90,2392.62
88,104,2505.91
88,37,2530.33
89,57,1633.32
89,86,1746.29
89,84,1973.4
89,74,2188.0
89,118,2518.8
90,75,605.93
90,32,2034.35
90,65,2143.88
90,100,2291.21
90,104,2322.56
91,18,827.14
91,54,1470.95
91,5,1901.37
91,17,2375.49
91,67,2908.18
92,102,1930.95
92,47,2276.72
92,99,2638.48
92,3,2939.63
92,96,3077.74
93,26,741.56
93,77,1288.68
93,24,2078.05
93,98,2201.31
93,117,2387.35
94,109,1159.96
94,111,2018.71
94,81,2229.32
94,51,3279.39
94,124,3411.88
95,105,1853.24
95,114,2631.25
95,50,2845.77
95,71,3414.3
95,52,3948.23
96,124,714.87
96,24,1710.35
96,98,1710.42
96,51,1989.87
96,111,2391.63
97,41,575.76
97,29,608.41
97,40,1135.44
97,19,1213.54
97,14,1593.17
98,24,864.98
98,77,1591.5
98,96,1710.42
98,124,1770.84
98,51,1919.72
99,47,367.36
99,3,586.44
99,101,1674.66
99,23,1783.14
99,92,2638.48
100,32,440.33
100,43,864.2
100,75,2255.61
100,90,2291.21
100,15,2337.56
101,99,1674.66
101,3,1758.64
101,23,1787.03
101,47,2032.2
101,63,2675.19
102,92,1930.95
102,96,2440.54
102,123,2511.72
102,124,3145.13
102,119,3270.6
103,21,193.22
103,45,600.97
103,56,1684.6
103,20,2096.15
103,121,2638.49
104,65,247.31
104,58,739.11
104,37,924.18
104,113,1517.57
104,15,2274.37
105,50,1773.93
105,95,1853.24
105,8,3320.11
105,59,3575.57
105,79,3629.02
106,10,1232.94
106,9,1629.49
106,53,2198.06
106,43,2440.68
106,11,2455.51
107,34,1885.08
107,59,2285.72
107,72,2793.86
107,22,3240.16
107,36,3601.05
108,122,1215.82
108,115,1839.41
108,55,1978.65
108,5,2162.22
108,67,2551.25
109,94,1159.96
109,111,2658.09
109,51,2736.93
109,124,3323.9
109,81,3377.96
110,11,321.27
110,0,1010.56
110,53,1085.96
110,33,2037.85
110,106,2759.63
111,94,2018.71
111,124,2096.55
111,96,2391.63
111,109,2658.09
111,81,2715.81
112,27,1053.47
112,48,1181.17
112,70,2474.85
112,76,2598.28
112,40,3138.11
113,37,764.31
113,104,1517.57
113,58,1532.75
113,65,1662.12
113,78,1715.24
114,71,865.0
114,16,2440.91
114,82,2569.03
114,95,2631.25
114,35,2791.0
115,67,1051.26
115,108,1839.41
115,5,2665.13
115,122,2805.74
115,75,2814.17
116,8,1459.67
116,59,2395.13
116,34,2663.15
116,66,3333.94
116,60,3443.43
117,77,2053.35
117,26,2210.43
117,93,2387.35
117,51,2500.4
117,24,2930.84
118,74,1868.11
118,31,2514.93
118,89,2518.8
118,57,2716.55
118,30,3645.74
119,33,1629.57
119,0,2682.75
119,123,3102.06
119,102,3270.6
119,110,3273.04
120,36,1406.0
120,28,2532.79
120,20,2967.88
120,72,2976.82
120,79,3204.99
121,20,1008.89
121,83,1091.67
121,82,1095.37
121,79,1869.78
121,35,2209.73
122,108,1215.82
122,5,1648.72
122,55,2171.91
122,87,2235.97
122,115,2805.74
123,102,2511.72
123,119,3102.06
123,98,3820.32
123,96,4003.29
123,92,4397.07
124,96,714.87
124,51,1346.9
124,24,1409.5
124,98,1770.84
124,111,2096.55
